% Model,main_refined_constant_ae.mph
% Version,COMSOL 5.3.1.275
% Date,"Feb 18 2019, 21:00"
% Table,Table: no PP parametric sweep {tbl9} - 
% Ae,p_in,"Attenuation to groundwater, Global Evaluation: Attenuation to groundwater {gev2}",Global Evaluation: Relative air entry rate {gev3},"Average crack Peclet number, Global Evaluation: Crack Peclet number {gev4}","TCE in indoor air, Global Evaluation: TCE in indoor air {gev5}",Global Evaluation: TCE emission rate {gev6},"Attenuation to subbase, Global Evaluation: Attenuation to subslab {gev9}",Global Evaluation: Average TCE in subslab {gev10}
3.611111111111112E-4,5,4.989072967184546E-7,-1.1482331380944715E-4,-0.04362534870755794,26.417226175482607,1.8819182358057498,4.575288311249483E-6,7.586318306241912E-4
4.1666666666666675E-4,-5,5.137182481902328E-7,1.1482331380956421E-4,0.04362534870760232,27.201468573775013,2.2359073034231756,4.4341418837066E-6,8.060186276494857E-4
4.1666666666666675E-4,-4,5.053709134557645E-7,9.185865104736167E-5,0.0349002789659717,26.759475780538015,2.199576363724867,4.385661447754741E-6,8.016869438485464E-4
4.1666666666666675E-4,-3,4.970649377515612E-7,6.889398828568128E-5,0.026175209224539715,26.31967295498458,2.163425435069884,4.337373255742351E-6,7.97289425109335E-4
4.1666666666666675E-4,-2,4.887975222471643E-7,4.59293255236691E-5,0.01745013948298152,25.88191189856613,2.127442335828566,4.289274150429589E-6,7.928204831607736E-4
4.1666666666666675E-4,-1,4.805632897075106E-7,2.2964662761864794E-5,0.008725069741502235,25.445907885771927,2.0916036621229734,4.241360415657567E-6,7.882701561435762E-4
4.1666666666666675E-4,1,4.642452440499016E-7,-2.296466276187235E-5,-0.008725069741505083,24.581864594133776,2.020581000202798,4.147436784724342E-6,7.787487445062782E-4
4.1666666666666675E-4,2,4.5617867622761947E-7,-4.5929325523713664E-5,-0.017450139482998426,24.154738456627406,1.9854720704130904,4.101481721113047E-6,7.737913519105013E-4
4.1666666666666675E-4,3,4.481724389843671E-7,-6.889398828563308E-5,-0.026175209224521406,23.73080683353686,1.9506257234355568,4.055788164848099E-6,7.687755334172355E-4
4.1666666666666675E-4,4,4.402388814754045E-7,-9.185865104750412E-5,-0.03490027896602607,23.310723614732513,1.9160957077335454,4.01037311568257E-6,7.637184589540152E-4
4.1666666666666675E-4,5,4.3238632382264896E-7,-1.1482331380958644E-4,-0.043625348707610874,22.894929352084308,1.881918235805704,3.965249869749156E-6,7.586318306242465E-4
