% Model,pe-analysis-refined.mph
% Version,COMSOL 5.3.1.275
% Date,"Oct 4 2018, 07:53"
% Table,Soil study - gravel sub-base - 
L,Pe,GW depth,Base depth,Crack width,Soil type,Indoor/outdoor pressure difference,Relative volumetric entry rate,Crack area,Sub-slab pressure difference
15,1,4,1.5,2,2,-40.1550137628552,4.841523352553279E-8,0.1995999999999964,0.05049813061331123
15,1,4,1.5,2,3,-277.97434786115116,4.809851831312151E-8,0.1995999999999964,0.04614898837293897
15,1,4,1.5,2,4,-1701.561052171922,4.790103209653711E-8,0.1995999999999964,0.04396552518947929
15,1,4,1.5,2,5,-1059.5961971529232,4.775257993376685E-8,0.1995999999999964,0.04185832067120524
15,1,4,1.5,2,6,-2420.023366262577,4.6596542884913845E-8,0.1995999999999964,0.033845124087949645
15,1,4,1.5,2,7,-2092.511218197883,4.7768173045194906E-8,0.1995999999999964,0.04226745267899584
15,1,4,1.5,2,8,-2593.944437258767,4.72418470612987E-8,0.1995999999999964,0.03769609930004157
15,1,4,1.5,2,9,-3048.477663892589,4.7736654786253385E-8,0.1995999999999964,0.04221456729169404
15,1,4,1.5,2,10,-588.4540114309387,4.691350302379766E-8,0.1995999999999964,0.035363730902651644
15,1,4,1.5,2,11,-2826.0154742750683,4.807090422765746E-8,0.1995999999999964,0.04634765556493726
15,1,4,1.5,2,12,-2563.347191609309,4.7601314596919766E-8,0.1995999999999964,0.04094017621893424
15,1,4,1.5,3,1,-5.134129950671108,7.093120835480376E-8,0.2991000000000042,0.08015410801326103
15,1,4,1.5,3,2,-60.10403754870871,7.040695731056734E-8,0.2991000000000042,0.06610971112117091
15,1,4,1.5,3,3,-416.0730086402327,6.981550833641384E-8,0.2991000000000042,0.05966511514649318
15,1,4,1.5,3,4,-2546.766121587008,6.945287149904444E-8,0.2991000000000042,0.056439846457174606
15,1,4,1.5,3,5,-1585.8516626401974,6.918215705689482E-8,0.2991000000000042,0.05332082061048974
15,1,4,1.5,3,6,-3620.2870546125787,6.706967043454354E-8,0.2991000000000042,0.04157831674211189
15,1,4,1.5,3,7,-3131.7818388765677,6.92102356542366E-8,0.2991000000000042,0.05392872883094747
15,1,4,1.5,3,8,-3881.5137198107054,6.824874273220201E-8,0.2991000000000042,0.047202775011505264
